PID,keywords,mods.grants,mods.abstract,fgs.state,dc.title,dc.language,mods.sm_key_words,fgs.lastModifiedDate,mods.sm_collection,mods.language,mods.title,mods.sm_report_number,dc.subject,mods.sm_corporate_creator,rdf.isOpenAccess,mods.origin,dc.description,mods.raw_date,mods.sm_format,mods.sm_oclc_number,rdf.redirectsTo,mods.sm_geographical_coverage,mods.subject_topic,fgs.createdDate,mods.sm_ntl_classification,mods.sm_resource_type,mods.sm_edition,mods.sm_corporate_publisher,DS1.mimetype_txt_en,DS1.label_txt_en,DS1.filesize_tl,DS1.checksum_txt_en,mods.ss_publishyear,fgs.ownerId,rdf.isMemberOf,dc.identifier,mods.sm_creator,fgs.label,rdf.isPeerTo,mods.sm_digital_object_identifier,mods.ss_jobid,DS2.mimetype_txt_en,DS2.label_txt_en,DS2.filesize_tl,DS2.checksum_txt_en,DS2.sourceurl,dc.publisher,dc.format,dc.type,dc.creator,dc.coverage,DS1.sourceurl,mods.orcidId,mods.sm_contributor,dc.contributor,mods.alt_title,mods.note,mods.sm_corporate_contributor,DS_EXCEL.mimetype_txt_en,DS_EXCEL.label_txt_en,DS_EXCEL.filesize_tl,DS_EXCEL.checksum_txt_en,mods.sm_contracting_officer,DS3.mimetype_txt_en,DS3.label_txt_en,DS3.filesize_tl,DS3.checksum_txt_en,DS3.sourceurl,DS4.mimetype_txt_en,DS4.label_txt_en,DS4.filesize_tl,DS4.checksum_txt_en,DS4.sourceurl,mods.sm_alternate_url,mods.table_of_contents,rdf.underCategory,rdf.hasOrder,rdf.isCollection,rdf.categoryOrder,rdf.isFeaturedCollection,mods.sm_rights_statement,mods.related_series,DS_MS_NON_EXCEL.mimetype_txt_en,DS_MS_NON_EXCEL.label_txt_en,DS_MS_NON_EXCEL.filesize_tl,DS_MS_NON_EXCEL.checksum_txt_en,mods.sm_tris_online_accession_number,rdf.hasExternalLink,rdf.hasMoreDocuments,DS5.mimetype_txt_en,DS5.label_txt_en,DS5.filesize_tl,DS5.checksum_txt_en,DS5.sourceurl,DS10.mimetype_txt_en,DS10.label_txt_en,DS10.filesize_tl,DS10.checksum_txt_en,DS10.sourceurl,DS11.mimetype_txt_en,DS11.label_txt_en,DS11.filesize_tl,DS11.checksum_txt_en,DS11.sourceurl,DS12.mimetype_txt_en,DS12.label_txt_en,DS12.filesize_tl,DS12.checksum_txt_en,DS12.sourceurl,DS13.mimetype_txt_en,DS13.label_txt_en,DS13.filesize_tl,DS13.checksum_txt_en,DS13.sourceurl,DS14.mimetype_txt_en,DS14.label_txt_en,DS14.filesize_tl,DS14.checksum_txt_en,DS14.sourceurl,DS15.mimetype_txt_en,DS15.label_txt_en,DS15.filesize_tl,DS15.checksum_txt_en,DS15.sourceurl,DS16.mimetype_txt_en,DS16.label_txt_en,DS16.filesize_tl,DS16.checksum_txt_en,DS16.sourceurl,DS17.mimetype_txt_en,DS17.label_txt_en,DS17.filesize_tl,DS17.checksum_txt_en,DS17.sourceurl,DS18.mimetype_txt_en,DS18.label_txt_en,DS18.filesize_tl,DS18.checksum_txt_en,DS18.sourceurl,DS6.mimetype_txt_en,DS6.label_txt_en,DS6.filesize_tl,DS6.checksum_txt_en,DS6.sourceurl,DS7.mimetype_txt_en,DS7.label_txt_en,DS7.filesize_tl,DS7.checksum_txt_en,DS7.sourceurl,DS8.mimetype_txt_en,DS8.label_txt_en,DS8.filesize_tl,DS8.checksum_txt_en,DS8.sourceurl,DS9.mimetype_txt_en,DS9.label_txt_en,DS9.filesize_tl,DS9.checksum_txt_en,DS9.sourceurl,DS_MS_NON_EXCEL.sourceurl,rdf.isSpotlightChild,rdf.isSupersededBy,mods.sm_isbn,mods.sm_issn,mods.physical_description,mods.sm_copyright_date,mods.sm_publisher,rdf.isGRFeaturedChild,rdf.isFeatured,rdf.featuredType,rdf.inSpotlight,rdf.featuredUrl,rdf.isGRFeatured,dc.rights,rdf.featuredPosition,rdf.featuredPositionTemp,DS19.mimetype_txt_en,DS19.label_txt_en,DS19.filesize_tl,DS19.checksum_txt_en,DS19.sourceurl,DS20.mimetype_txt_en,DS20.label_txt_en,DS20.filesize_tl,DS20.checksum_txt_en,DS20.sourceurl,DS21.mimetype_txt_en,DS21.label_txt_en,DS21.filesize_tl,DS21.checksum_txt_en,DS21.sourceurl,DS22.mimetype_txt_en,DS22.label_txt_en,DS22.filesize_tl,DS22.checksum_txt_en,DS22.sourceurl,DS23.mimetype_txt_en,DS23.label_txt_en,DS23.filesize_tl,DS23.checksum_txt_en,DS23.sourceurl,DS24.mimetype_txt_en,DS24.label_txt_en,DS24.filesize_tl,DS24.checksum_txt_en,DS24.sourceurl,DS25.mimetype_txt_en,DS25.label_txt_en,DS25.filesize_tl,DS25.checksum_txt_en,DS25.sourceurl,DS26.mimetype_txt_en,DS26.label_txt_en,DS26.filesize_tl,DS26.checksum_txt_en,DS26.sourceurl,DS27.mimetype_txt_en,DS27.label_txt_en,DS27.filesize_tl,DS27.checksum_txt_en,DS27.sourceurl,DS28.mimetype_txt_en,DS28.label_txt_en,DS28.filesize_tl,DS28.checksum_txt_en,DS28.sourceurl,DS29.mimetype_txt_en,DS29.label_txt_en,DS29.filesize_tl,DS29.checksum_txt_en,DS29.sourceurl,DS30.mimetype_txt_en,DS30.label_txt_en,DS30.filesize_tl,DS30.checksum_txt_en,DS30.sourceurl,DS31.mimetype_txt_en,DS31.label_txt_en,DS31.filesize_tl,DS31.checksum_txt_en,DS31.sourceurl,DS32.mimetype_txt_en,DS32.label_txt_en,DS32.filesize_tl,DS32.checksum_txt_en,DS32.sourceurl,DS33.mimetype_txt_en,DS33.label_txt_en,DS33.filesize_tl,DS33.checksum_txt_en,DS33.sourceurl,DS34.mimetype_txt_en,DS34.label_txt_en,DS34.filesize_tl,DS34.checksum_txt_en,DS34.sourceurl,rdf.quickLinkUrl,rdf.isQuickLink,rdf.underSection,DS_EXCEL.sourceurl,mods.embargo_date,rdf.hasDataset,rdf.hasPublication,mods.ss_keyvalue,mods.sm_researchhub_id,dc.date,dc.source,dc.identifier.uri,dc.contributor.author,dc.contributor.collaborator,dc.coverage.spatial,dc.contributor.creator,dc.relation.isPartOf,dc.description.abstract,dc.rights.accessRights,dc.relation.isVersionOf,dc.contributor.consultant,dc.description.tableOfContents,dc.title.alternative,DS1.checksumsha256_txt_en,rdf.hasMultipleLanguage,DS2.checksumsha256_txt_en,DS3.checksumsha256_txt_en,DS4.checksumsha256_txt_en,DS5.checksumsha256_txt_en,DS6.checksumsha256_txt_en,DS7.checksumsha256_txt_en,mods.ss_hasQLOrder,DS_MS_NON_EXCEL.checksumsha256_txt_en,dc.relation.isReferencedBy,DS10.checksumsha256_txt_en,DS11.checksumsha256_txt_en,DS12.checksumsha256_txt_en,DS13.checksumsha256_txt_en,DS14.checksumsha256_txt_en,DS15.checksumsha256_txt_en,DS16.checksumsha256_txt_en,DS17.checksumsha256_txt_en,DS18.checksumsha256_txt_en,DS8.checksumsha256_txt_en,DS9.checksumsha256_txt_en
dot:65232,,,This manual contains Civil Air Manual Part 41: Certification And Operation Rules For Scheduled Air Carrier Operations Outside The Continental Limits Of The United States,Active,CAM 41: Certification And Operation Rules For Scheduled Air Carrier Operations Outside The Continental Limits Of The United States [1954],English,"Manuals,Civil aviation,Certification,Regulations,Airlines",2022-12-19T18:54:47.511Z,Civil Aeronautics Manuals (CAM),English,CAM 41: Certification And Operation Rules For Scheduled Air Carrier Operations Outside The Continental Limits Of The United States [1954],CAM 41: Certification And Operation Rules For Scheduled Air Carrier Operations Outside The Continental Limits Of The United States,"Manuals,Civil aviation,Certification,Regulations,Airlines",United States. Civil Aeronautics Board,true,"1954-04-01; \,",This manual contains Civil Air Manual Part 41: Certification And Operation Rules For Scheduled Air Carrier Operations Outside The Continental Limits Of The United States,1954-04-01,PDF,,,United States,,2022-11-30T17:25:31.137Z,,Manual,CAM 41,United States. Civil Aeronautics Board,application/pdf,CAM299.PDF,4751757,urn:sha256:488b036a1ec60a6f2cc6f3aea6202403fa344c0a046a34ae12312deaa2b78027,1954,,dot:64918,"https://doi.org/10.21949/1511468,https://rosap.ntl.bts.gov/view/dot/65232",,,,https://doi.org/10.21949/1511468,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88800/88844/CAM299.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65327,,,This manual contains Civil Air Manual Part 3: Amendment 3-1 - Identification Data,Active,CAM 3: Amendment 3-1 - Identification Data,English,"Manuals,Civil aviation,Standards",2022-12-19T18:55:34.446Z,Civil Aeronautics Manuals (CAM),English,CAM 3: Amendment 3-1 - Identification Data,CAM 3: Amendment 3-1 - Identification Data,"Manuals,Civil aviation,Standards",United States. Civil Aeronautics Board,true,"1949-12-07; \,",This manual contains Civil Air Manual Part 3: Amendment 3-1 - Identification Data,1949-12-07,PDF,,,United States,,2022-11-30T17:27:54.744Z,,Manual,CAM 03,United States. Civil Aeronautics Board,application/pdf,CAM395.PDF,73006,urn:sha256:6e6800be0208b6c6879c25692d7f7ce72060f5bb31f114e14abe6cf580e49ccb,1949,,dot:64918,"https://doi.org/10.21949/1511237,https://rosap.ntl.bts.gov/view/dot/65327",,,,https://doi.org/10.21949/1511237,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88900/88939/CAM395.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65221,,,This manual contains Civil Air Manual Part 20: Subpart F,Active,CAM 20: Subpart F,English,"Manuals,Civil aviation,Regulations",2022-12-19T18:54:41.932Z,Civil Aeronautics Manuals (CAM),English,CAM 20: Subpart F,CAM 20: Subpart F,"Manuals,Civil aviation,Regulations",United States. Civil Aeronautics Board,true,"1961-09-15; \,",This manual contains Civil Air Manual Part 20: Subpart F,1961-09-15,PDF,,,United States,,2022-11-30T17:25:13.340Z,,Manual,CAM 20,United States. Civil Aeronautics Board,application/pdf,CAM288.PDF,1764971,urn:sha256:e6f5d541aeaef49e49e8e13a60d1fe7f7c0c19c353d3e6b11e80af411d7c1a1c,1961,,dot:64918,"https://doi.org/10.21949/1511375,https://rosap.ntl.bts.gov/view/dot/65221",,,,https://doi.org/10.21949/1511375,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88800/88833/CAM288.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65151,,,This manual contains Civil Air Manual Part 18: Supplement No. 1 Revision To CAM 18,Active,CAM 18: Supplement No. 1 Revision To CAM 18 [1954],English,"Manuals,Civil aviation,Standards",2022-12-19T18:54:07.120Z,Civil Aeronautics Manuals (CAM),English,CAM 18: Supplement No. 1 Revision To CAM 18 [1954],CAM 18: Supplement No. 1 Revision To CAM 18,"Manuals,Civil aviation,Standards",United States. Civil Aeronautics Board,true,"1954-09-21; \,",This manual contains Civil Air Manual Part 18: Supplement No. 1 Revision To CAM 18,1954-09-21,PDF,,,United States,,2022-11-30T17:23:41.420Z,,Manual,CAM 18,United States. Civil Aeronautics Board,application/pdf,CAM218.PDF,50592,urn:sha256:78dbe0884236ba26d90a6a097c46fbb77935265b92ed40d64bd1b8e494cae92a,1954,,dot:64918,"https://doi.org/10.21949/1511349,https://rosap.ntl.bts.gov/view/dot/65151",,,,https://doi.org/10.21949/1511349,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88700/88763/CAM218.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65391,,,This manual contains Civil Air Manual Part 4b: Airplane Airworthiness; Transport Categories,Active,CAM 4b: Airplane Airworthiness; Transport Categories [1962],English,"Manuals,Civil aviation,Aircraft,Airworthiness,Aviation safety",2022-12-19T18:56:06.211Z,Civil Aeronautics Manuals (CAM),English,CAM 4b: Airplane Airworthiness; Transport Categories [1962],"CAM 4b: Airplane Airworthiness,Transport Categories","Manuals,Civil aviation,Aircraft,Airworthiness,Aviation safety",United States. Civil Aeronautics Board,true,"1962-09-01; \,",This manual contains Civil Air Manual Part 4b: Airplane Airworthiness; Transport Categories,1962-09-01,PDF,,,United States,,2022-11-30T17:29:39.929Z,,Manual,CAM 04B,United States. Civil Aeronautics Board,application/pdf,CAM460.PDF,20710766,urn:sha256:231a0642f96073b885cbc3b57e29d07f87e0d9c6d66d8b5678c9666cb11ee8f7,1962,,dot:64918,"https://doi.org/10.21949/1511256,https://rosap.ntl.bts.gov/view/dot/65391",,,,https://doi.org/10.21949/1511256,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/89000/89000/89004/CAM460.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65417,,,This manual contains Civil Air Manual Part 42: Supplement No. 4 - Revision To Civil Aeronautics Manual 42 Dated August 1956,Active,CAM 42: Supplement No. 4 - Revision To Civil Aeronautics Manual 42 Dated August 1956,English,"Manuals,Civil aviation,Standards",2022-12-19T18:56:18.977Z,Civil Aeronautics Manuals (CAM),English,CAM 42: Supplement No. 4 - Revision To Civil Aeronautics Manual 42 Dated August 1956,CAM 42: Supplement No. 4 - Revision To Civil Aeronautics Manual 42 Dated August 1956,"Manuals,Civil aviation,Standards",United States. Civil Aeronautics Board,true,"1957-11-25; \,",This manual contains Civil Air Manual Part 42: Supplement No. 4 - Revision To Civil Aeronautics Manual 42 Dated August 1956,1957-11-25,PDF,,,United States,,2022-11-30T17:30:34.631Z,,Manual,CAM 42,United States. Civil Aeronautics Board,application/pdf,CAM486.PDF,341070,urn:sha256:13a52a45635fc4b1bb6ae3ab31b86877f5518487ca12420a4287ff19413c77a6,1957,,dot:64918,"https://doi.org/10.21949/1511509,https://rosap.ntl.bts.gov/view/dot/65417",,,,https://doi.org/10.21949/1511509,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/89000/89000/89031/CAM486.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65175,,,This manual contains Civil Air Manual Part 26: Control Tower Operator Certificates,Active,CAM 26: Control Tower Operator Certificates [1956],English,"Manuals,Civil aviation,Certification",2022-12-19T18:54:19.088Z,Civil Aeronautics Manuals (CAM),English,CAM 26: Control Tower Operator Certificates [1956],CAM 26: Control Tower Operator Certificates,"Manuals,Civil aviation,Certification",United States. Civil Aeronautics Board,true,"1956-10-15; \,",This manual contains Civil Air Manual Part 26: Control Tower Operator Certificates,1956-10-15,PDF,,,United States,,2022-11-30T17:24:11.904Z,,Manual,CAM 26,United States. Civil Aeronautics Board,application/pdf,CAM242.PDF,1070780,urn:sha256:6558ee46b517728957e8b01877061ecf1fbd8e4832a1463ce88b11f9ab53a62e,1956,,dot:64918,"https://doi.org/10.21949/1511412,https://rosap.ntl.bts.gov/view/dot/65175",,,,https://doi.org/10.21949/1511412,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88700/88787/CAM242.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65257,,,This manual contains Civil Air Manual Part 40: Supplement No. 7 - 40.191 Application For And Issuance Of Air Carrier Operating Certificate And 40.197 Amendment,Active,CAM 40: Supplement No. 7 - 40.191 Application For And Issuance Of Air Carrier Operating Certificate And 40.197 Amendment,English,"Manuals,Civil aviation,Regulations,Airlines",2022-12-19T18:54:59.916Z,Civil Aeronautics Manuals (CAM),English,CAM 40: Supplement No. 7 - 40.191 Application For And Issuance Of Air Carrier Operating Certificate And 40.197 Amendment,CAM 40: Supplement No. 7 - 40.191 Application For And Issuance Of Air Carrier Operating Certificate And 40.197 Amendment,"Manuals,Civil aviation,Regulations,Airlines",United States. Civil Aeronautics Board,true,"1951-12-24; \,",This manual contains Civil Air Manual Part 40: Supplement No. 7 - 40.191 Application For And Issuance Of Air Carrier Operating Certificate And 40.197 Amendment,1951-12-24,PDF,,,United States,,2022-11-30T17:26:11.574Z,,Manual,CAM 40,United States. Civil Aeronautics Board,application/pdf,CAM324.PDF,560140,urn:sha256:1a9b936790cf30fc2f85deffb125ce126ef9f1ac35616df79acc2e00d86a5f0e,1951,,dot:64918,"https://doi.org/10.21949/1511452,https://rosap.ntl.bts.gov/view/dot/65257",,,,https://doi.org/10.21949/1511452,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88800/88869/CAM324.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65222,,,"This manual contains Civil Air Manual Part 41: Supplement No. 7 - CAM Dated Nov. 10\, 1959. Revisions To CAM 41",Active,"CAM 41: Supplement No. 7 - CAM Dated Nov. 10\, 1959. Revisions To CAM 41",English,"Manuals,Civil aviation,Standards",2022-12-19T18:54:42.432Z,Civil Aeronautics Manuals (CAM),English,"CAM 41: Supplement No. 7 - CAM Dated Nov. 10, 1959. Revisions To CAM 41","CAM 41: Supplement No. 7 - CAM Dated Nov. 10\, 1959. Revisions To CAM 41","Manuals,Civil aviation,Standards",United States. Civil Aeronautics Board,true,"1962-10-01; \,","This manual contains Civil Air Manual Part 41: Supplement No. 7 - CAM Dated Nov. 10\, 1959. Revisions To CAM 41",1962-10-01,PDF,,,United States,,2022-11-30T17:25:14.856Z,,Manual,CAM 41,United States. Civil Aeronautics Board,application/pdf,CAM289.PDF,1270721,urn:sha256:28ca1b8c5758300b5bd644000a42ba8538567352a5b3de51cf36c2b920aa0186,1962,,dot:64918,"https://doi.org/10.21949/1511458,https://rosap.ntl.bts.gov/view/dot/65222",,,,https://doi.org/10.21949/1511458,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88800/88834/CAM289.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65030,,,This manual contains Civil Air Manual Part 42a: Certification And Operation Rules For Commercial Operators And Air Taxi Operators; Small Aircraft,Active,CAM 42a: Certification And Operation Rules For Commercial Operators And Air Taxi Operators; Small Aircraft,English,"Manuals,Civil aviation",2022-12-19T18:53:06.855Z,Civil Aeronautics Manuals (CAM),English,CAM 42a: Certification And Operation Rules For Commercial Operators And Air Taxi Operators; Small Aircraft,"CAM 42a: Certification And Operation Rules For Commercial Operators And Air Taxi Operators,Small Aircraft","Manuals,Civil aviation",United States. Civil Aeronautics Board,true,"1963-08-12; \,",This manual contains Civil Air Manual Part 42a: Certification And Operation Rules For Commercial Operators And Air Taxi Operators; Small Aircraft,1963-08-12,PDF,,,United States,,2022-11-30T17:20:45.486Z,,Manual,CAM 42A,United States. Civil Aeronautics Board,application/pdf,CAM091.PDF,108189,urn:sha256:2d58cee01d3c135eb4cc231afa94982f7644fb1c712c3fde31098f7f35321389,1963,,dot:64918,"https://doi.org/10.21949/1511511,https://rosap.ntl.bts.gov/view/dot/65030",,,,https://doi.org/10.21949/1511511,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88600/88642/CAM091.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:64982,,,This manual contains Civil Air Manual Part 60 . Air Traffic Rules,Active,CAM 60: Air Traffic Rules [1956],English,"Manuals,Civil aviation,Air traffic control",2022-12-19T18:52:42.871Z,Civil Aeronautics Manuals (CAM),English,CAM 60: Air Traffic Rules [1956],CAM 60 . Air Traffic Rules,"Manuals,Civil aviation,Air traffic control",United States. Civil Aeronautics Board,true,"1956-12-15; \,",This manual contains Civil Air Manual Part 60 . Air Traffic Rules,1956-12-15,PDF,,,United States,,2022-11-30T17:19:22.847Z,,Manual,CAM 60,United States. Civil Aeronautics Board,application/pdf,CAM041.PDF,1930985,urn:sha256:3dd003a37167b4f35f72fbc69adf275ef24ef4f88c5a5e5fbfd922cf54c7d60b,1956,,dot:64918,"https://doi.org/10.21949/1511644,https://rosap.ntl.bts.gov/view/dot/64982",,,,https://doi.org/10.21949/1511644,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88500/88594/CAM041.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:65433,,,"This manual contains Civil Air Manual Part 61: Supplement No. 5 - Sec. 61.341. Reports\, General",Active,"CAM 61: Supplement No. 5 - Sec. 61.341. Reports\, General",English,"Manuals,Civil aviation,Regulations",2022-12-19T18:52:22.809Z,Civil Aeronautics Manuals (CAM),English,"CAM 61: Supplement No. 5 - Sec. 61.341. Reports, General","CAM 61: Supplement No. 5 - Sec. 61.341. Reports\, General","Manuals,Civil aviation,Regulations",United States. Civil Aeronautics Board,true,"1950-05-19; \,","This manual contains Civil Air Manual Part 61: Supplement No. 5 - Sec. 61.341. Reports\, General",1950-05-19,PDF,,,United States,,2022-11-30T17:30:54.381Z,,Manual,CAM 61,United States. Civil Aeronautics Board,application/pdf,CAM011.PDF,157100,urn:sha256:64904f27f81459b4e0ef2e940d97791a86005cc0a767a7458cfce263ca1acc76,1950,,dot:64918,"https://doi.org/10.21949/1511671,https://rosap.ntl.bts.gov/view/dot/65433",,,,https://doi.org/10.21949/1511671,1452,,,,,,United States. Civil Aeronautics Board,PDF,Manual,United States. Civil Aeronautics Board,United States,https://ntlrepository.blob.core.windows.net/lib/88000/88400/88450/CAM011.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
